COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Location
120535607,ABIP  ,ROBBERY,03xx,C11,337,8/27/12 22:41,Unarmed,No,No,First,2012,8,Monday,Part One,770564.5385,2937035.453,COLUMBIA RD,,"(42.3065968, -71.07708825)"
120536543,ARMROB,ROBBERY,03xx,A7,26,8/28/12 0:30,Firearm,No,No,Last,2012,8,Tuesday,Part One,780688.0383,2962650.535,MERIDIAN ST,,"(42.37674138, -71.03915227)"
120536986,ROBIP ,ROBBERY,03xx,A1,82,8/28/12 15:10,Unarmed,No,No,Day,2012,8,Tuesday,Part One,775675.0007,2959252.627,COMMERCIAL ST,,"(42.36749032, -71.05777014)"
120537373,ROBIP ,ROBBERY,03xx,D4,271,8/28/12 17:55,Unarmed,No,No,First,2012,8,Tuesday,Part One,770812.3363,2947245.905,NORTHAMPTON ST,,"(42.33461135, -71.07598456)"
120538041,ROBIP ,ROBBERY,03xx,A1,69,8/29/12 0:08,Unarmed,No,No,Last,2012,8,Wednesday,Part One,772547.7636,2955100.727,BEACON ST,CHARLES ST,"(42.35614135, -71.06941956)"
120538073,IVPER ,ROBBERY,03xx,B2,602,8/29/12 0:32,Unarmed,No,No,Last,2012,8,Wednesday,Part One,763240.2622,2946943.477,TREMONT ST,,"(42.33388135, -71.10399454)"
120538678,MEET  ,ROBBERY,03xx,C6,177,8/29/12 9:10,Unarmed,No,No,Day,2012,8,Wednesday,Part One,771915.5401,2946431.455,MASSACHUSETTS AV,,"(42.33236135, -71.07191956)"
120540154,PSHOT ,ROBBERY,03xx,B3,169,8/29/12 9:35,Unarmed,No,No,Day,2012,8,Wednesday,Part One,771941.1847,2931078.357,TALBOT AV,NORFOLK ST,"(42.29023136, -71.07210956)"
120539103,ARMROB,ROBBERY,03xx,E18,495,8/29/12 13:00,Firearm,No,No,Day,2012,8,Wednesday,Part One,758817.5756,2920903.557,ARLINGTON ST,PARK ST,"(42.26248137, -71.12077955)"
120539891,LARCRT,ROBBERY,03xx,A1,119,8/29/12 14:30,Firearm,No,No,Day,2012,8,Wednesday,Part One,773775.1158,2953733.06,BOYLSTON ST,,"(42.35237134, -71.06490456)"
120539983,UNK   ,ROBBERY,03xx,C11,352,8/29/12 20:08,Unarmed,No,No,First,2012,8,Wednesday,Part One,774169.85,2934952.54,DITSON ST,JOSEPHINE ST,"(42.30083136, -71.06379957)"
120540098,ARMROB,ROBBERY,03xx,A7,4,8/29/12 21:00,Firearm,No,No,First,2012,8,Wednesday,Part One,792339.2197,2964975.235,SARATOGA ST,,"(42.38293953, -70.99598192)"
120540327,ARMROB,ROBBERY,03xx,D4,626,8/29/12 23:44,Knife,No,No,First,2012,8,Wednesday,Part One,764471.6869,2950150.713,KILMARNOCK ST,,"(42.34266635, -71.09938455)"
120540346,ROBRPT,ROBBERY,03xx,B3,430,8/29/12 23:45,Unarmed,No,No,First,2012,8,Wednesday,Part One,767022.021,2929412.479,WOODROW AV,,"(42.28572636, -71.09031956)"
120540356,FIRE  ,ROBBERY,03xx,A7,25,8/30/12 0:05,Unarmed,No,No,Last,2012,8,Thursday,Part One,781861.9188,2964796.105,CONDOR ST,,"(42.38261134, -71.03476457)"
120540402,ROBIP ,ROBBERY,03xx,A1,96,8/30/12 0:36,Unarmed,No,No,Last,2012,8,Thursday,Part One,777541.1343,2956442.064,LONG WHRF,ATLANTIC AV,"(42.35975135, -71.05091957)"
120540408,PRSCRM,ROBBERY,03xx,D4,153,8/30/12 0:43,Unarmed,No,No,Last,2012,8,Thursday,Part One,770795.9918,2950154.54,W BROOKLINE ST,,"(42.34259296, -71.07599153)"
120540512,ROBRPT,ROBBERY,03xx,C6,914,8/30/12 2:00,Knife,No,No,Last,2012,8,Thursday,Part One,777100.7925,2945319.228,PREBLE ST,OLD COLONY AV,"(42.32923635, -71.05276456)"
120541089,CRIP  ,ROBBERY,03xx,B2,331,8/30/12 11:35,Unarmed,No,No,Day,2012,8,Thursday,Part One,772655.2814,2939405.653,GLENDALE ST,,"(42.31307204, -71.06931498)"
120541508,LARCRT,ROBBERY,03xx,B2,0,8/30/12 14:45,Unarmed,No,No,Day,2012,8,Thursday,Part One,762671.7644,2946798.717,HUNTINGTON AV,WAIT ST,"(42.33349135, -71.10609955)"
120541855,FIGHT ,ROBBERY,03xx,B2,182,8/30/12 17:55,Unarmed,No,No,First,2012,8,Thursday,Part One,772795.0802,2943607.937,NORFOLK ST,SHETLAND ST,"(42.32460135, -71.06871957)"
120542423,ROBIP ,ROBBERY,03xx,C11,334,8/30/12 22:10,Unarmed,No,No,First,2012,8,Thursday,Part One,774120.2529,2939097.619,HANCOCK ST,,"(42.31220635, -71.06390456)"
120542452,PERGUN,ROBBERY,03xx,C11,392,8/30/12 22:30,Firearm,No,No,First,2012,8,Thursday,Part One,775580.8943,2929679.295,ELMER RD,,"(42.28634136, -71.05868456)"
120542739,ROBIP ,ROBBERY,03xx,E13,579,8/31/12 1:30,Unarmed,No,No,Last,2012,8,Friday,Part One,763380.4277,2941510.541,LAMARTINE ST,WYMAN ST,"(42.31897136, -71.10356955)"
120543531,STAB  ,ROBBERY,03xx,E13,912,8/31/12 12:35,Unarmed,No,No,Day,2012,8,Friday,Part One,763303.5691,2942918.688,CENTRE ST,,"(42.32283635, -71.10382955)"
120543675,ARMROB,ROBBERY,03xx,C11,332,8/31/12 13:32,Firearm,No,No,Day,2012,8,Friday,Part One,773005.405,2939456.371,COLUMBIA RD,,"(42.31320635, -71.06801956)"
120544904,ARMROB,ROBBERY,03xx,D14,777,8/31/12 23:58,Unarmed,No,No,Last,2012,8,Friday,Part One,750725.6376,2951826.74,SHEPARD ST,,"(42.34743135, -71.15020454)"
120545349,ROBIP ,ROBBERY,03xx,D4,591,9/1/12 4:19,Unarmed,No,No,Last,2012,9,Saturday,Part One,766797.636,2950801.324,FENWAY,WESTLAND AV,"(42.34442135, -71.09076955)"
120545839,ROBRPT,ROBBERY,03xx,E13,510,9/1/12 11:30,Unarmed,No,No,Day,2012,9,Saturday,Part One,760868.2636,2934881.061,WASHINGTON ST,,"(42.30081135, -71.11296955)"
120546645,ARMROB,ROBBERY,03xx,B2,258,9/1/12 18:09,Firearm,No,No,First,2012,9,Saturday,Part One,772844.529,2940236.993,VIRGINIA ST,,"(42.31535065, -71.06859975)"
120546711,ABRPT ,ROBBERY,03xx,B2,280,9/1/12 18:15,Unarmed,No,No,First,2012,9,Saturday,Part One,769286.3327,2945720.856,HARRISON AV,,"(42.33044723, -71.08165603)"
120555353,ROBRPT,ROBBERY,03xx,D4,136,9/2/12 3:00,Unarmed,No,No,Last,2012,9,Sunday,Part One,769569.5044,2953376.716,COMMONWEALTH AV,EXETER ST,"(42.35145135, -71.08046956)"
120548264,ARMROB,ROBBERY,03xx,B2,258,9/2/12 12:46,Firearm,No,No,Day,2012,9,Sunday,Part One,772949.9586,2939456.091,COLUMBIA RD,,"(42.31320635, -71.06822456)"
120548538,IVPER ,ROBBERY,03xx,D4,273,9/2/12 15:45,Unarmed,No,No,Day,2012,9,Sunday,Part One,770438.9833,2947836.246,WASHINGTON ST,,"(42.33623635, -71.07735456)"
120549146,IVPER ,ROBBERY,03xx,C11,350,9/2/12 20:00,Unarmed,No,No,First,2012,9,Sunday,Part One,775262.4031,2935289.779,DORCHESTER AV,,"(42.30174135, -71.05975456)"
120549225,ARMROB,ROBBERY,03xx,A1,104,9/2/12 20:30,Firearm,No,No,First,2012,9,Sunday,Part One,775283.783,2955236.785,WASHINGTON ST,,"(42.35647634, -71.05929456)"
120550361,ARMROB,ROBBERY,03xx,B2,311,9/2/12 22:40,Firearm,No,No,First,2012,9,Sunday,Part One,770164.6018,2940165.542,SAVIN ST,BLUE HILL AV,"(42.31519136, -71.07850956)"
120549408,ROBIP ,ROBBERY,03xx,D4,911,9/2/12 23:38,Unarmed,No,No,First,2012,9,Sunday,Part One,766799.0657,2947685.482,RUGGLES ST,,"(42.33587135, -71.09081955)"
120549543,ABRPT ,ROBBERY,03xx,E13,572,9/3/12 0:39,Unarmed,No,No,Last,2012,9,Monday,Part One,765221.5863,2939924.814,COLUMBUS AV,,"(42.31459635, -71.09678955)"
120550215,ROBRPT,ROBBERY,03xx,A7,28,9/3/12 1:30,Unarmed,No,No,Last,2012,9,Monday,Part One,780894.4719,2961587.497,LONDON ST,,"(42.37382134, -71.03840957)"
120549742,ARMROB,ROBBERY,03xx,C11,347,9/3/12 2:21,Other,No,No,Last,2012,9,Monday,Part One,775483.8418,2939288.666,SAWYER AV,PLEASANT ST,"(42.31271136, -71.05885957)"
120549960,STAB  ,ROBBERY,03xx,E13,671,9/3/12 8:29,Knife,No,No,Day,2012,9,Monday,Part One,759039.9822,2937478.302,ARBORWAY,CENTRE ST,"(42.3079609, -71.11968491)"
120550222,IVPER ,ROBBERY,03xx,A1,111,9/3/12 12:00,Unarmed,No,No,Day,2012,9,Monday,Part One,773775.1158,2953733.06,BOYLSTON ST,,"(42.35237134, -71.06490456)"
120551532,ARMROB,ROBBERY,03xx,C11,246,9/4/12 0:04,Firearm,No,No,Last,2012,9,Tuesday,Part One,777169.627,2940702.307,SYDNEY ST,,"(42.31656635, -71.05259956)"
120552308,ARREST,ROBBERY,03xx,B2,603,9/4/12 11:37,Unarmed,No,No,Day,2012,9,Tuesday,Part One,763240.2622,2946943.477,TREMONT ST,,"(42.33388135, -71.10399454)"
120552676,ROBRPT,ROBBERY,03xx,C11,364,9/4/12 14:00,Unarmed,No,No,Day,2012,9,Tuesday,Part One,775753.1538,2932728.592,CENTRE ST,,"(42.29470636, -71.05798956)"
120553335,ROBIP ,ROBBERY,03xx,D4,929,9/4/12 19:34,Unarmed,No,No,First,2012,9,Tuesday,Part One,773097.937,2951078.402,CASTLE CT,,"(42.34509635, -71.06745956)"
120553638,ARREST,ROBBERY,03xx,D4,284,9/4/12 22:32,Unarmed,No,No,First,2012,9,Tuesday,Part One,768851.9087,2949763.544,MASSACHUSETTS AV,,"(42.34154635, -71.08318955)"
120551403,ROBIP ,ROBBERY,03xx,C11,823,9/4/12 22:45,Unarmed,No,No,First,2012,9,Tuesday,Part One,774403.1158,2939335.534,SAWYER AV,,"(42.31285523, -71.06285427)"
120553788,ABIP  ,ROBBERY,03xx,B2,316,9/5/12 0:10,Knife,No,No,Last,2012,9,Wednesday,Part One,766357.6949,2939330.734,HAROLD ST,HOMESTEAD ST,"(42.31295136, -71.09259956)"
120553834,IVPER ,ROBBERY,03xx,C11,401,9/5/12 0:59,Firearm,No,No,Last,2012,9,Wednesday,Part One,774068.0525,2929460.152,DORCHESTER AV,TALBOT AV,"(42.28576136, -71.06427957)"
120554078,PKNIFE,ROBBERY,03xx,A1,94,9/5/12 7:20,Knife,No,No,Last,2012,9,Wednesday,Part One,775832.3331,2956566.147,SURFACE RD,,"(42.36011634, -71.05723956)"
120554570,ROBIP ,ROBBERY,03xx,D4,160,9/5/12 11:45,Unarmed,No,No,Day,2012,9,Wednesday,Part One,772053.531,2950717.812,TREMONT ST,,"(42.34412135, -71.07132956)"
120555341,ARMROB,ROBBERY,03xx,B2,265,9/5/12 17:55,Knife,No,No,First,2012,9,Wednesday,Part One,769233.404,2942533.368,COPELAND ST,WAVERLY ST,"(42.32170135, -71.08190956)"
120555530,ROBIP ,ROBBERY,03xx,C11,236,9/5/12 19:00,Firearm,No,No,First,2012,9,Wednesday,Part One,776040.4029,2941751.424,DORCHESTER AV,,"(42.31946135, -71.05675456)"
120555597,ROBRPT,ROBBERY,03xx,C11,352,9/5/12 19:40,Unarmed,No,No,First,2012,9,Wednesday,Part One,774307.6062,2935253.408,DRAPER ST,,"(42.30165502, -71.06328466)"
120560098,ROBRPT,ROBBERY,03xx,C11,345,9/5/12 20:00,Unarmed,No,No,First,2012,9,Wednesday,Part One,774371.7712,2935143.074,DRAPER ST,ARCADIA ST,"(42.30135136, -71.06304957)"
120555741,ROBRPT,ROBBERY,03xx,D4,130,9/5/12 21:15,Unarmed,No,No,First,2012,9,Wednesday,Part One,770407.2615,2952874.296,BOYLSTON ST,DARTMOUTH ST,"(42.35006135, -71.07737956)"
120555796,FIGHT ,ROBBERY,03xx,A1,102,9/5/12 21:42,Unarmed,No,No,First,2012,9,Wednesday,Part One,774900.3914,2954892.244,WINTER ST,,"(42.35553634, -71.06071956)"
120555827,ABDWIP,ROBBERY,03xx,E18,496,9/5/12 22:06,Knife,No,No,First,2012,9,Wednesday,Part One,758850.9333,2923749.832,METROPOLITAN AV,HYDE PARK AV,"(42.27029137, -71.12060955)"
120555835,ROBIP ,ROBBERY,03xx,A1,173,9/5/12 22:09,Unarmed,No,No,First,2012,9,Wednesday,Part One,775167.388,2952912.951,KNEELAND ST,SURFACE RD,"(42.35010135, -71.05976957)"
120556229,HOMINV,ROBBERY,03xx,B3,454,9/6/12 3:03,Knife,No,No,Last,2012,9,Thursday,Part One,770623.0305,2934240.118,SHAFTER ST,,"(42.29892545, -71.07692328)"
120556308,STAB  ,ROBBERY,03xx,D4,123,9/6/12 5:30,Knife,No,No,Last,2012,9,Thursday,Part One,768363.0027,2950229.448,HUNTINGTON AV,MASSACHUSETTS AV,"(42.34283135, -71.08498955)"
120556683,ABIP  ,ROBBERY,03xx,B2,183,9/6/12 9:50,Unarmed,No,No,Day,2012,9,Thursday,Part One,771862.6595,2942418.857,E COTTAGE ST,DUDLEY ST,"(42.32135135, -71.07218956)"
120563018,ARMROB,ROBBERY,03xx,E13,912,9/6/12 11:00,Firearm,No,No,Day,2012,9,Thursday,Part One,764106.7781,2942915.144,CENTRE STREET TR,,"(42.32281635, -71.10085955)"
120557016,ROBIP ,ROBBERY,03xx,E13,579,9/6/12 12:24,Unarmed,No,No,Day,2012,9,Thursday,Part One,763303.5691,2942918.688,CENTRE ST,,"(42.32283635, -71.10382955)"
120559934,ABIP  ,ROBBERY,03xx,B2,263,9/7/12 14:37,Unarmed,No,No,Day,2012,9,Friday,Part One,770645.6926,2942959.424,BLUE HILL AV,MORELAND ST,"(42.32285136, -71.07667956)"
120560009,PERGUN,ROBBERY,03xx,B2,293,9/7/12 15:01,Firearm,No,No,Day,2012,9,Friday,Part One,766669.9978,2943878.125,CEDAR ST,,"(42.32542551, -71.09136437)"
120560311,ABIP  ,ROBBERY,03xx,D4,140,9/7/12 17:20,Unarmed,No,No,First,2012,9,Friday,Part One,767576.5314,2952975.243,MARLBOROUGH ST,,"(42.35037635, -71.08784956)"
120560703,ROBRPT,ROBBERY,03xx,E18,525,9/7/12 18:50,Other,No,No,First,2012,9,Friday,Part One,757369.1604,2913152.458,TRUMAN PY,,"(42.24122921, -71.12625579)"
120561076,ROBRPT,ROBBERY,03xx,C6,7,9/7/12 20:15,Knife,No,No,First,2012,9,Friday,Part One,779798.6073,2950522.983,E ST,,"(42.34347635, -71.04268459)"
120561137,ARMROB,ROBBERY,03xx,B2,352,9/8/12 0:05,Firearm,No,No,Last,2012,9,Saturday,Part One,768196.894,2937029.841,NAZING ST,,"(42.30661328, -71.08584104)"
120562444,LARCRT,ROBBERY,03xx,A1,109,9/8/12 0:30,Unarmed,No,No,Last,2012,9,Saturday,Part One,777288.6819,2955295.825,HIGH ST,,"(42.35660969, -71.05187589)"
120563736,ARMROB,ROBBERY,03xx,B2,909,9/8/12 1:44,Firearm,No,No,Last,2012,9,Saturday,Part One,767388.9993,2947300.205,TREMONT ST,,"(42.33480635, -71.08864455)"
120561565,ARMROB,ROBBERY,03xx,A1,111,9/8/12 3:25,Firearm,No,No,Last,2012,9,Saturday,Part One,774558.1332,2955220.292,TREMONT ST,PARK ST,"(42.35644135, -71.06197957)"
120562041,ARMROB,ROBBERY,03xx,D4,272,9/8/12 11:19,Knife,No,No,Day,2012,9,Saturday,Part One,769991.2424,2947342.056,WASHINGTON ST,,"(42.33488635, -71.07901956)"
120563210,ARMROB,ROBBERY,03xx,C11,452,9/8/12 20:45,Firearm,No,No,First,2012,9,Saturday,Part One,774491.6166,2933401.74,BOURNESIDE ST,CENTERVALE PK,"(42.29657136, -71.06263957)"
120563208,REQP  ,ROBBERY,03xx,A1,93,9/8/12 21:19,Unarmed,No,No,First,2012,9,Saturday,Part One,775967.9099,2956741.778,UNION ST,,"(42.36059634, -71.05673456)"
120564649,ARMROB,ROBBERY,03xx,B3,427,9/9/12 14:55,Other,No,No,Day,2012,9,Sunday,Part One,766579.5337,2926799.047,FESSENDEN ST,,"(42.27856075, -71.092001)"
120564696,ARMROB,ROBBERY,03xx,D4,273,9/9/12 15:40,Knife,No,No,Day,2012,9,Sunday,Part One,770198.2968,2947572.668,WASHINGTON ST,,"(42.33551635, -71.07824956)"
120564882,IVPER ,ROBBERY,03xx,C6,211,9/9/12 17:47,Knife,No,No,First,2012,9,Sunday,Part One,777942.9847,2948775.411,ATHENS ST,,"(42.33870806, -71.04958255)"
120565091,ROBRPT,ROBBERY,03xx,B3,439,9/9/12 19:30,Unarmed,No,No,First,2012,9,Sunday,Part One,767251.1994,2930989.709,BLUE HILL AV,,"(42.29005136, -71.08944455)"
120565223,ROBIP ,ROBBERY,03xx,D4,134,9/9/12 20:51,Unarmed,No,No,First,2012,9,Sunday,Part One,770470.6585,2952900.122,BOYLSTON ST,,"(42.35013134, -71.07714456)"
120565307,ABIP  ,ROBBERY,03xx,B2,330,9/9/12 21:36,Unarmed,No,No,First,2012,9,Sunday,Part One,768373.0987,2937591.208,SCHUYLER ST,HARTWELL ST,"(42.30815136, -71.08517956)"
120565459,ROBRPT,ROBBERY,03xx,C11,416,9/9/12 23:23,Other,No,No,First,2012,9,Sunday,Part One,773635.2414,2928692.743,FULLER ST,,"(42.2836616, -71.06589348)"
120565613,ROBRPT,ROBBERY,03xx,C11,402,9/10/12 0:30,Unarmed,No,No,Last,2012,9,Monday,Part One,774068.0525,2929460.152,ASHMONT ST,DORCHESTER AV,"(42.28576136, -71.06427957)"
120568633,ROBRPT,ROBBERY,03xx,A7,23,9/10/12 1:00,Unarmed,No,No,Last,2012,9,Monday,Part One,781027.7161,2962679.691,PRINCETON ST,,"(42.37681634, -71.03789458)"
120565587,FIGHT ,ROBBERY,03xx,C11,397,9/10/12 1:08,Unarmed,No,No,Last,2012,9,Monday,Part One,773572.2382,2930913.495,JOSEPH ST,,"(42.28975636, -71.06608456)"
120565636,IVPER ,ROBBERY,03xx,B2,276,9/10/12 1:45,Firearm,No,No,Last,2012,9,Monday,Part One,768378.1791,2947110.029,KERR WY,,"(42.33427135, -71.08498955)"
120565706,ROBRPT,ROBBERY,03xx,A7,28,9/10/12 2:55,Unarmed,No,No,Last,2012,9,Monday,Part One,781704.3866,2961227.462,CHELSEA ST,PORTER ST,"(42.37282134, -71.03541958)"
120588133,MISC  ,ROBBERY,03xx,C6,216,9/10/12 10:00,Unarmed,No,No,Day,2012,9,Monday,Part One,777758.514,2946797.986,DORCHESTER ST,,"(42.33328462, -71.05030341)"
120566288,PERGUN,ROBBERY,03xx,B3,449,9/10/12 10:56,Firearm,No,No,Day,2012,9,Monday,Part One,771327.6644,2931483.442,ASPINWALL RD,WHITFIELD ST,"(42.29135136, -71.07436956)"
120566527,ROBIP ,ROBBERY,03xx,A1,77,9/10/12 12:38,Firearm,No,No,Day,2012,9,Monday,Part One,775790.2538,2956081.239,STATE ST,,"(42.35878634, -71.05740456)"
120566911,ABRPT ,ROBBERY,03xx,A1,72,9/10/12 14:00,Unarmed,No,No,Day,2012,9,Monday,Part One,774711.7395,2954521.379,WASHINGTON ST,WEST ST,"(42.35452134, -71.06142456)"
120567367,ROBRPT,ROBBERY,03xx,B2,290,9/10/12 16:00,Knife,No,No,First,2012,9,Monday,Part One,766923.848,2945945.783,MALCOLM X BL,,"(42.33109591, -71.09038894)"
120567169,ROBRPT,ROBBERY,03xx,B2,282,9/10/12 16:00,Knife,No,No,First,2012,9,Monday,Part One,766923.848,2945945.783,MALCOLM X BL,,"(42.33109591, -71.09038894)"
120567100,IVPREM,ROBBERY,03xx,B3,432,9/10/12 17:00,Unarmed,No,No,First,2012,9,Monday,Part One,770103.1274,2934728.188,NORWELL ST,,"(42.30027181, -71.07883611)"
120567568,ARMROB,ROBBERY,03xx,B2,329,9/10/12 20:47,Firearm,No,No,First,2012,9,Monday,Part One,769616.463,2938405.007,DEVON ST,,"(42.31036777, -71.08056819)"
120567833,REQP  ,ROBBERY,03xx,D14,795,9/10/12 23:40,Unarmed,No,No,First,2012,9,Monday,Part One,753876.9328,2953917.11,CAMBRIDGE STREET AV,,"(42.35313135, -71.13851453)"
120567971,CARJAK,ROBBERY,03xx,C6,936,9/11/12 1:34,Unarmed,No,No,Last,2012,9,Tuesday,Part One,776373.7815,2948617.138,ORTON MAROTTA WY,,"(42.33829635, -71.05538956)"
120568006,ARREST,ROBBERY,03xx,B2,291,9/11/12 2:13,Unarmed,No,No,Last,2012,9,Tuesday,Part One,765141.45,2944864.219,COLUMBUS AV,CEDAR ST,"(42.32815135, -71.09699955)"
120569649,ROBIP ,ROBBERY,03xx,C11,0,9/11/12 18:19,Unarmed,No,No,First,2012,9,Tuesday,Part One,775698.4858,2934402.838,ADAMS ST,PARK ST,"(42.29930136, -71.05815957)"
120569659,ARMROB,ROBBERY,03xx,E13,912,9/11/12 18:28,Firearm,No,No,First,2012,9,Tuesday,Part One,764106.7781,2942915.144,CENTRE ST,,"(42.32281635, -71.10085955)"
120570063,ROBIP ,ROBBERY,03xx,C6,215,9/11/12 21:30,Unarmed,No,No,First,2012,9,Tuesday,Part One,777204.1508,2947522.731,E 7TH ST,E ST,"(42.33528135, -71.05233957)"
120570310,LARCIP,ROBBERY,03xx,A1,74,9/12/12 0:36,Unarmed,No,No,Last,2012,9,Wednesday,Part One,773222.6795,2957124.903,BLOSSOM ST,,"(42.36168634, -71.06688456)"
120570506,ASSTPO,ROBBERY,03xx,D4,172,9/12/12 3:30,Unarmed,No,No,Last,2012,9,Wednesday,Part One,773498.8886,2948786.367,ALBANY ST,WAREHAM ST,"(42.33880135, -71.06601956)"
120571965,ARREST,ROBBERY,03xx,B2,238,9/12/12 17:09,Unarmed,No,No,First,2012,9,Wednesday,Part One,773194.0017,2941201.102,MONADNOCK ST,DUDLEY ST,"(42.31799135, -71.06728957)"
120572048,AOD   ,ROBBERY,03xx,D4,631,9/12/12 17:42,Unarmed,No,No,First,2012,9,Wednesday,Part One,764568.7831,2952212.007,BEACON ST,,"(42.34832135, -71.09898955)"
120572930,ARMROB,ROBBERY,03xx,C11,240,9/12/12 21:00,Firearm,No,No,First,2012,9,Wednesday,Part One,774886.752,2941960.872,E COTTAGE ST,,"(42.32005245, -71.06101624)"
120572799,PRSCRM,ROBBERY,03xx,D14,794,9/12/12 23:59,Unarmed,No,No,Last,2012,9,Wednesday,Part One,755613.8322,2953873.517,BRIGHTON AV,HARVARD AV,"(42.35299135, -71.13208954)"
120572843,ARMROB,ROBBERY,03xx,B2,182,9/13/12 1:17,Firearm,No,No,Last,2012,9,Thursday,Part One,773590.72,2942431.233,E COTTAGE ST,NORFOLK AV,"(42.32136135, -71.06579957)"
120572945,ABRPT ,ROBBERY,03xx,E13,578,9/13/12 3:00,Unarmed,No,No,Last,2012,9,Thursday,Part One,761951.0062,2942708.367,CENTRE ST,,"(42.32227635, -71.10883455)"
120572965,ARREST,ROBBERY,03xx,A1,85,9/13/12 3:38,Knife,No,No,Last,2012,9,Thursday,Part One,776354.484,2958540.428,SALEM ST,,"(42.36552634, -71.05526956)"
120574875,LARCIP,ROBBERY,03xx,C11,396,9/13/12 19:32,Unarmed,No,No,First,2012,9,Thursday,Part One,774366.2015,2930948.524,DORCHESTER AV,WELLES AV,"(42.28984136, -71.06314957)"
120575031,SHPLFT,ROBBERY,03xx,B2,603,9/13/12 20:35,Unarmed,No,No,First,2012,9,Thursday,Part One,763240.2622,2946943.477,TREMONT ST,,"(42.33388135, -71.10399454)"
120576034,IVPER ,ROBBERY,03xx,D4,28,9/13/12 21:00,Other,No,No,First,2012,9,Thursday,Part One,769006.8448,2952355.38,BOYLSTON ST,,"(42.34865634, -71.08256955)"
120575465,ROBRPT,ROBBERY,03xx,B2,332,9/14/12 0:08,Firearm,No,No,Last,2012,9,Friday,Part One,773322.0045,2940142.52,COLUMBIA RD,,"(42.31508477, -71.06683616)"
120586647,ROBRPT,ROBBERY,03xx,B2,320,9/14/12 14:00,Knife,No,No,Day,2012,9,Friday,Part One,,,MAPLE ST,,"(0.0, 0.0)"
120577278,ROBIP ,ROBBERY,03xx,B3,418,9/14/12 18:42,Unarmed,No,No,First,2012,9,Friday,Part One,770600.1297,2927602.364,FULLER ST,,"(42.28071137, -71.07712957)"
120577571,ARMROB,ROBBERY,03xx,B2,566,9/14/12 20:30,Firearm,No,No,First,2012,9,Friday,Part One,,,CIRCUIT DR,,"(0.0, 0.0)"
120578303,ARMROB,ROBBERY,03xx,B2,588,9/14/12 23:30,Knife,No,No,First,2012,9,Friday,Part One,765939.4694,2946252.05,TREMONT ST,,"(42.33194923, -71.094024)"
120578136,ARMROB,ROBBERY,03xx,E18,507,9/15/12 1:20,Knife,No,No,Last,2012,9,Saturday,Part One,759343.8234,2929739.478,FLORIAN ST,HYDE PARK AV,"(42.28672137, -71.11868955)"
120578628,ABRPT ,ROBBERY,03xx,D4,160,9/15/12 2:00,Unarmed,No,No,Last,2012,9,Saturday,Part One,772307.4035,2950925.22,TREMONT ST,,"(42.34468697, -71.07038662)"
120578824,ARMROB,ROBBERY,03xx,D4,142,9/15/12 11:16,Other,No,No,Day,2012,9,Saturday,Part One,767902.9271,2952280.765,NEWBURY ST,,"(42.34846635, -71.08665456)"
120579263,ARMROB,ROBBERY,03xx,B2,588,9/15/12 15:10,Unarmed,No,No,Day,2012,9,Saturday,Part One,765197.8626,2946373.21,PARKER ST,,"(42.33229135, -71.09676455)"
120579276,LARCRT,ROBBERY,03xx,A1,119,9/15/12 15:21,Unarmed,No,No,Day,2012,9,Saturday,Part One,774501.7472,2955147.117,TREMONT ST,WINTER ST,"(42.35624135, -71.06218957)"
120579480,ARMROB,ROBBERY,03xx,E13,303,9/15/12 16:59,Knife,No,No,First,2012,9,Saturday,Part One,,,LAMARTINE ST,,"(0.0, 0.0)"
120579986,LARCRT,ROBBERY,03xx,A1,62,9/15/12 21:00,Unarmed,No,No,First,2012,9,Saturday,Part One,775246.1256,2956247.881,CAMBRIDGE ST,,"(42.35925134, -71.05941456)"
120580081,ROBIP ,ROBBERY,03xx,A7,20,9/15/12 21:50,Firearm,No,No,First,2012,9,Saturday,Part One,782158.3655,2962709.529,BENNINGTON ST,BROOKS ST,"(42.37688134, -71.03370957)"
120581081,IVPER ,ROBBERY,03xx,A7,16,9/16/12 2:15,Unarmed,No,No,Last,2012,9,Sunday,Part One,782648.0606,2964565.349,FALCON ST,,"(42.38196635, -71.03185957)"
120581250,ARMROB,ROBBERY,03xx,C11,352,9/16/12 11:45,Firearm,No,No,Day,2012,9,Sunday,Part One,773860.6766,2934837.991,JOSEPHINE ST,,"(42.30052136, -71.06494457)"
120581858,ARMROB,ROBBERY,03xx,C11,462,9/16/12 17:20,Firearm,No,No,First,2012,9,Sunday,Part One,772346.9418,2932711.195,TREMLETT ST,,"(42.29470636, -71.07057957)"
120582526,ROBRPT,ROBBERY,03xx,B2,614,9/16/12 20:30,Unarmed,No,No,First,2012,9,Sunday,Part One,764224.9912,2947698.786,LONGWOOD AV,HUNTINGTON AV,"(42.33594135, -71.10033955)"
