COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Location
120419213,ARMROB,ROBBERY,03xx,D4,625,7/8/12 6:26,Firearm,No,No,Last,2012,7,Sunday,Part One,765118.8605,2950217.536,JERSEY ST,QUEENSBERRY ST,"(42.34284135, -71.09698955)"
120419236,ARMROB,ROBBERY,03xx,E18,496,7/8/12 7:15,Firearm,No,No,Last,2012,7,Sunday,Part One,759042.7315,2923832.681,COLLINS ST,,"(42.27051636, -71.11989955)"
120419239,SHOT  ,ROBBERY,03xx,C11,249,7/8/12 7:32,Firearm,Yes,No,Day,2012,7,Sunday,Part One,777066.0032,2939504.801,SYDNEY ST,,"(42.31328183, -71.0530059)"
120419257,ARMROB,ROBBERY,03xx,B2,295,7/8/12 7:50,Firearm,No,No,Day,2012,7,Sunday,Part One,768066.0298,2943456.962,REGENT ST,HERMAN ST,"(42.32425136, -71.08620956)"
120419887,PERGUN,ROBBERY,03xx,C11,403,7/8/12 16:13,Firearm,No,No,First,2012,7,Sunday,Part One,772576.4249,2928248.165,FULLER ST,,"(42.28245637, -71.06981457)"
120419954,ALARMH,ROBBERY,03xx,B2,276,7/8/12 16:36,Knife,No,No,First,2012,7,Sunday,Part One,768918.0261,2946746.413,SHAWMUT AV,,"(42.33326635, -71.08299956)"
120420378,HOMINV,ROBBERY,03xx,B2,315,7/8/12 20:20,Firearm,No,No,First,2012,7,Sunday,Part One,768787.1681,2939488.235,WARREN ST,,"(42.31335135, -71.08361455)"
120421560,IVPER ,ROBBERY,03xx,D4,162,7/9/12 11:32,Unarmed,No,No,Day,2012,7,Monday,Part One,773599.2408,2950847.715,WASHINGTON ST,,"(42.34445634, -71.06560956)"
120421635,ABRPT ,ROBBERY,03xx,D14,796,7/9/12 12:15,Unarmed,No,No,Day,2012,7,Monday,Part One,756582.5422,2953012.745,COMMONWEALTH AV,,"(42.35061784, -71.12851965)"
120421733,ROBRPT,ROBBERY,03xx,D14,794,7/9/12 13:00,Unarmed,No,No,Day,2012,7,Monday,Part One,755398.1309,2952956.888,GLENVILLE AV,,"(42.35047863, -71.13290212)"
120421939,REQP  ,ROBBERY,03xx,E18,522,7/9/12 14:25,Unarmed,No,No,Day,2012,7,Monday,Part One,757781.442,2917561.938,HYDE PARK AV,,"(42.25332425, -71.12466158)"
120421986,ROBIP ,ROBBERY,03xx,B3,437,7/9/12 14:49,Unarmed,No,No,Day,2012,7,Monday,Part One,771778.5062,2931144.96,TALBOT AV,,"(42.29041636, -71.07270956)"
120422449,IVPER ,ROBBERY,03xx,E18,518,7/9/12 18:08,Unarmed,No,No,First,2012,7,Monday,Part One,759341.4605,2915126.192,WASHINGTON ST,DANA AV,"(42.24662137, -71.11893955)"
120423039,ABDWIP,ROBBERY,03xx,A7,26,7/9/12 22:39,Other,No,No,First,2012,7,Monday,Part One,780511.5193,2962449.128,BORDER ST,,"(42.37619134, -71.03980956)"
120430077,ABRPT ,ROBBERY,03xx,D14,784,7/10/12 0:30,Unarmed,No,No,Last,2012,7,Tuesday,Part One,752858.0845,2950968.248,COMMONWEALTH AV,FIDELIS WY,"(42.34505135, -71.14232954)"
120424131,ARMROB,ROBBERY,03xx,E18,503,7/10/12 12:55,Firearm,No,No,Day,2012,7,Tuesday,Part One,761047.1773,2928774.728,AMERICAN LEGION HY,,"(42.28405295, -71.11241077)"
120425560,INVEST,ROBBERY,03xx,B3,0,7/10/12 23:15,Firearm,No,No,First,2012,7,Tuesday,Part One,771207.3226,2933370.556,ATHELWOLD ST,SCHOOL ST,"(42.29653136, -71.07477956)"
120425569,ROBIP ,ROBBERY,03xx,D14,803,7/11/12 1:15,Unarmed,No,No,Last,2012,7,Wednesday,Part One,755040.5122,2954567.108,CAMBRIDGE ST,,"(42.35490135, -71.13419954)"
120426547,LARCRT,ROBBERY,03xx,B2,296,7/11/12 13:40,Unarmed,No,No,Day,2012,7,Wednesday,Part One,768854.0114,2945459.675,WARREN ST,,"(42.32973635, -71.08325955)"
120433664,ROBRPT,ROBBERY,03xx,A7,32,7/11/12 22:00,Other,No,No,First,2012,7,Wednesday,Part One,,,PORTER ST,,"(0.0, 0.0)"
120428972,ARMROB,ROBBERY,03xx,E18,519,7/12/12 2:00,Knife,No,No,Last,2012,7,Thursday,Part One,759406.3453,2917423.628,FAIRMOUNT AV,,"(42.25292494, -71.11866197)"
120428569,ROBIP ,ROBBERY,03xx,C6,213,7/12/12 10:56,Unarmed,No,No,Day,2012,7,Thursday,Part One,778722.6466,2947847.002,W BROADWAY,,"(42.33614915, -71.0467171)"
120430100,ABRPT ,ROBBERY,03xx,A1,96,7/12/12 22:33,Unarmed,No,No,First,2012,7,Thursday,Part One,777573.203,2955784.918,E INDIA ROW,,"(42.35794766, -71.05081372)"
120430486,LARCIP,ROBBERY,03xx,B2,302,7/13/12 3:01,Unarmed,No,No,Last,2012,7,Friday,Part One,764875.3416,2943664.003,CENTRE ST,,"(42.32486135, -71.09800455)"
120431093,ALARMH,ROBBERY,03xx,D4,138,7/13/12 11:43,Firearm,No,No,Day,2012,7,Friday,Part One,769600.5057,2952569.662,BOYLSTON ST,,"(42.34923635, -71.08036955)"
120431341,SHOT  ,ROBBERY,03xx,D4,947,7/13/12 13:45,Firearm,Yes,No,Day,2012,7,Friday,Part One,770060.6546,2948069.429,SHAWMUT AV,NORTHAMPTON ST,"(42.33688135, -71.07874956)"
120431458,ROBIP ,ROBBERY,03xx,A1,112,7/13/12 14:20,Unarmed,No,No,Day,2012,7,Friday,Part One,774824.9513,2954057.314,AVENUE DE LAFAYETTE,,"(42.35324634, -71.06101456)"
120431617,LARCRT,ROBBERY,03xx,A1,119,7/13/12 15:00,Unarmed,No,No,Day,2012,7,Friday,Part One,773775.1158,2953733.06,BOYLSTON ST,,"(42.35237134, -71.06490456)"
120431968,ROBIP ,ROBBERY,03xx,B2,456,7/13/12 18:30,Unarmed,No,No,First,2012,7,Friday,Part One,770832.9737,2937381.004,COLUMBIA RD,DEVON ST,"(42.30754136, -71.07608956)"
120447766,LARCRT,ROBBERY,03xx,A1,74,7/13/12 21:00,Unarmed,No,No,First,2012,7,Friday,Part One,774170.8689,2958006.189,STANIFORD ST,MERRIMAC ST,"(42.36409135, -71.06335957)"
120432575,ARMROB,ROBBERY,03xx,B2,0,7/13/12 23:56,Firearm,No,No,Last,2012,7,Friday,Part One,768729.7918,2942654.81,ROCKLAND ST,ROCKLAND AV,"(42.32204135, -71.08376956)"
120432731,UNK   ,ROBBERY,03xx,C6,187,7/14/12 1:00,Unarmed,No,No,Last,2012,7,Saturday,Part One,775356.0696,2943771.932,BOSTON ST,,"(42.32501543, -71.05924631)"
120445566,ROBRPT,ROBBERY,03xx,A7,23,7/14/12 1:00,Unarmed,No,No,Last,2012,7,Saturday,Part One,,,SARATOGA ST,,"(0.0, 0.0)"
120432866,ABIP  ,ROBBERY,03xx,D14,792,7/14/12 2:15,Unarmed,No,No,Last,2012,7,Saturday,Part One,754014.7399,2952336.082,COMMONWEALTH AV,ALLSTON ST,"(42.34879135, -71.13802954)"
120432938,IVPREM,ROBBERY,03xx,C11,0,7/14/12 2:50,Unarmed,No,No,Last,2012,7,Saturday,Part One,772109.2449,2935864.087,BOWDOIN ST,GENEVA AV,"(42.30336136, -71.07139956)"
120443063,ROBRPT,ROBBERY,03xx,A7,23,7/14/12 4:30,Unarmed,No,No,Last,2012,7,Saturday,Part One,780679.9138,2962788.958,MERIDIAN ST,LEXINGTON AV,"(42.37712134, -71.03917957)"
120433064,IVPER ,ROBBERY,03xx,A7,0,7/14/12 5:29,Unarmed,No,No,Last,2012,7,Saturday,Part One,781882.4253,2963265.603,BROOK ST,LEXINGTON ST,"(42.37841134, -71.03471957)"
120434476,PKNIFE,ROBBERY,03xx,B2,281,7/14/12 21:45,Knife,No,No,First,2012,7,Saturday,Part One,769502.4961,2945009.141,DUDLEY ST,GREENVILLE ST,"(42.32849135, -71.08086956)"
120435004,ARMROB,ROBBERY,03xx,D4,618,7/15/12 1:20,Firearm,No,No,Last,2012,7,Sunday,Part One,765247.4218,2949901.092,PARK DR,JERSEY ST,"(42.34197135, -71.09651955)"
120436573,ROBRPT,ROBBERY,03xx,D4,151,7/15/12 3:00,Unarmed,No,No,Last,2012,7,Sunday,Part One,772580.7264,2951433.632,TREMONT ST,,"(42.34607829, -71.0693661)"
120435359,REQPE ,ROBBERY,03xx,A7,24,7/15/12 7:15,Unarmed,No,No,Last,2012,7,Sunday,Part One,780659.2138,2963619.749,MONMOUTH ST,MERIDIAN ST,"(42.37940134, -71.03923957)"
120435778,ARREST,ROBBERY,03xx,B2,261,7/15/12 13:25,Unarmed,No,No,Day,2012,7,Sunday,Part One,771888.2764,2942305.988,DUDLEY ST,,"(42.32104128, -71.07209693)"
120436384,LARCIP,ROBBERY,03xx,B2,291,7/15/12 18:40,Unarmed,No,No,First,2012,7,Sunday,Part One,765995.0021,2946247.418,TREMONT ST,,"(42.33193579, -71.09381871)"
120436623,ROBIP ,ROBBERY,03xx,E13,636,7/15/12 21:21,Unarmed,No,No,First,2012,7,Sunday,Part One,762067.4118,2941778.545,PAUL GORE ST,,"(42.31972341, -71.1084199)"
120436666,ROBIP ,ROBBERY,03xx,A1,173,7/15/12 21:46,Unarmed,No,No,First,2012,7,Sunday,Part One,776370.9908,2953819.333,SUMMER ST,,"(42.35257134, -71.05529956)"
120436886,ARMROB,ROBBERY,03xx,A7,25,7/16/12 0:33,Firearm,No,No,Last,2012,7,Monday,Part One,781863.1806,2964564.698,FALCON ST,,"(42.38197634, -71.03476457)"
120437194,ARMROB,ROBBERY,03xx,B3,476,7/16/12 6:54,Other,No,No,Last,2012,7,Monday,Part One,766115.135,2923530.012,BLUE HILL AV,,"(42.26959636, -71.09377455)"
120438372,IVPER ,ROBBERY,03xx,C11,393,7/16/12 12:15,Firearm,No,No,Day,2012,7,Monday,Part One,774251.3569,2930390.368,DORCHESTER AV,LYDON WY,"(42.28831136, -71.06358456)"
120437836,LARCIP,ROBBERY,03xx,B2,258,7/16/12 12:24,Unarmed,No,No,Day,2012,7,Monday,Part One,773423.9583,2940389.601,COLUMBIA RD,,"(42.31576135, -71.06645456)"
120438520,ROBIP ,ROBBERY,03xx,D4,139,7/16/12 17:40,Unarmed,No,No,First,2012,7,Monday,Part One,768691.2109,2953053.541,COMMONWEALTH AV,GLOUCESTER ST,"(42.35057635, -71.08372456)"
120480809,ROBRPT,ROBBERY,03xx,B2,300,7/16/12 21:00,Firearm,No,No,First,2012,7,Monday,Part One,766157.5207,2943305.656,HIGHLAND ST,HAWTHORNE ST,"(42.32386136, -71.09326956)"
120439130,ROBIP ,ROBBERY,03xx,D14,769,7/16/12 22:45,Unarmed,No,No,First,2012,7,Monday,Part One,750577.2894,2954056.421,MARKET ST,KEENAN RD,"(42.35355135, -71.15071953)"
120439284,IVPER ,ROBBERY,03xx,C11,358,7/16/12 23:45,Firearm,No,No,First,2012,7,Monday,Part One,772989.4359,2934060.992,TONAWANDA ST,,"(42.29840138, -71.06817959)"
120441315,ARMROB,ROBBERY,03xx,C6,177,7/17/12 20:43,Firearm,No,No,First,2012,7,Tuesday,Part One,772712.0693,2945318.5,MASSACHUSETTS AV,,"(42.32929635, -71.06899456)"
120442296,ABRPT ,ROBBERY,03xx,C11,359,7/18/12 10:10,Unarmed,No,No,Day,2012,7,Wednesday,Part One,772498.7866,2932376.689,MELVILLE AV,,"(42.29378636, -71.07002457)"
120442684,ROBRPT,ROBBERY,03xx,B2,288,7/18/12 12:45,Unarmed,No,No,Day,2012,7,Wednesday,Part One,768511.9472,2945459.828,WASHINGTON ST,,"(42.32974135, -71.08452455)"
120442671,ROBIP ,ROBBERY,03xx,E18,514,7/18/12 13:04,Unarmed,No,No,Day,2012,7,Wednesday,Part One,761635.8905,2921408.227,EDWARDSON ST,LEWISTON ST,"(42.26383137, -71.11035955)"
120443023,ARMROB,ROBBERY,03xx,C6,194,7/18/12 16:13,Knife,No,No,First,2012,7,Wednesday,Part One,776302.3266,2945205.727,MOHAWK ST,,"(42.32893635, -71.05571956)"
120443766,ARMROB,ROBBERY,03xx,C6,177,7/18/12 22:31,Knife,No,No,First,2012,7,Wednesday,Part One,773168.6514,2944599.247,MASSACHUSETTS AV,,"(42.32731635, -71.06731956)"
120445974,ARREST,ROBBERY,03xx,A7,26,7/19/12 20:26,Unarmed,No,No,First,2012,7,Thursday,Part One,780698.4198,2962364.496,MERIDIAN ST,,"(42.37595634, -71.03911957)"
120446064,ARMROB,ROBBERY,03xx,C6,256,7/19/12 21:21,Knife,No,No,First,2012,7,Thursday,Part One,779835.0377,2942216.056,WESTWIND RD,,"(42.32068135, -71.04271457)"
120446518,ROBRPT,ROBBERY,03xx,A7,20,7/20/12 1:20,Unarmed,No,No,Last,2012,7,Friday,Part One,782104.5469,2961679.719,CHELSEA ST,,"(42.37405634, -71.03392957)"
120446540,ARMROB,ROBBERY,03xx,C11,247,7/20/12 1:49,Firearm,No,No,Last,2012,7,Friday,Part One,775621.6905,2940091.118,PEARL ST,,"(42.31491136, -71.05833456)"
120446688,UNK   ,ROBBERY,03xx,A7,19,7/20/12 3:48,Unarmed,No,No,Last,2012,7,Friday,Part One,782430.5548,2962840.394,BENNINGTON ST,,"(42.37723634, -71.03269957)"
120447237,ROBIP ,ROBBERY,03xx,A1,97,7/20/12 11:18,Unarmed,No,No,Day,2012,7,Friday,Part One,775397.5892,2955626.319,SCHOOL ST,,"(42.35754362, -71.05886606)"
120447817,ARMROB,ROBBERY,03xx,C6,913,7/20/12 15:30,Unarmed,No,No,Day,2012,7,Friday,Part One,779006.5866,2941621.26,MT VERNON ST,,"(42.31906135, -71.04578956)"
120448103,ARMROB,ROBBERY,03xx,E13,646,7/20/12 17:15,Firearm,No,No,First,2012,7,Friday,Part One,760180.7182,2937370.61,CAROLINA AV,SOUTH ST,"(42.30765136, -71.11546955)"
120448344,ARMROB,ROBBERY,03xx,B3,439,7/20/12 19:35,Firearm,No,No,First,2012,7,Friday,Part One,770563.9706,2931621.769,TALBOT AV,NEW ENGLAND AV,"(42.29174136, -71.07718956)"
120448736,ARMROB,ROBBERY,03xx,C11,254,7/20/12 22:56,Firearm,No,No,First,2012,7,Friday,Part One,775604.469,2937408.856,DORCHESTER AV,FREEPORT ST,"(42.30755136, -71.05844957)"
120448775,ARMROB,ROBBERY,03xx,B2,604,7/20/12 23:17,Knife,No,No,First,2012,7,Friday,Part One,763957.2066,2945575.739,HILLSIDE ST,,"(42.33011906, -71.10136665)"
120449242,ROBIP ,ROBBERY,03xx,A1,128,7/21/12 3:21,Unarmed,No,No,Last,2012,7,Saturday,Part One,772602.5685,2952276.684,ARLINGTON ST,CORTES ST,"(42.34839135, -71.06926957)"
120450628,HOMINV,ROBBERY,03xx,C11,363,7/21/12 20:00,Firearm,No,No,First,2012,7,Saturday,Part One,774692.0171,2932573.703,DORCHESTER AV,,"(42.29429635, -71.06191456)"
120451006,ARMROB,ROBBERY,03xx,B3,428,7/21/12 23:15,Firearm,No,No,First,2012,7,Saturday,Part One,767009.0082,2927615.818,HOSMER ST,,"(42.28079637, -71.09039953)"
120451971,STAB  ,ROBBERY,03xx,B2,613,7/22/12 12:24,Knife,No,No,Day,2012,7,Sunday,Part One,761643.7196,2949286.667,LONGWOOD AV,RIVERWAY,"(42.34033135, -71.10985955)"
120452087,PKNIFE,ROBBERY,03xx,C11,344,7/22/12 13:38,Unarmed,No,No,Day,2012,7,Sunday,Part One,772201.4742,2934681.494,WESTVILLE ST,,"(42.30011498, -71.07108061)"
120452417,ALARMC,ROBBERY,03xx,C11,380,7/22/12 16:55,Firearm,No,No,First,2012,7,Sunday,Part One,777929.8266,2928616.518,GALLIVAN BL,,"(42.28339136, -71.05002457)"
120452627,ARMROB,ROBBERY,03xx,C11,366,7/22/12 18:46,Firearm,No,No,First,2012,7,Sunday,Part One,774368.8331,2930963.114,DORCHESTER AV,,"(42.28988136, -71.06313956)"
120452674,ARREST,ROBBERY,03xx,C11,450,7/22/12 19:25,Unarmed,No,No,First,2012,7,Sunday,Part One,772006.4559,2932089.96,WASHINGTON ST,,"(42.29300635, -71.07184956)"
120453053,HOMINV,ROBBERY,03xx,B2,586,7/22/12 23:05,Firearm,No,No,First,2012,7,Sunday,Part One,764408.5,2945757.258,ALLEGHANY ST,,"(42.33061136, -71.09969454)"
120454212,ROBIP ,ROBBERY,03xx,A1,77,7/23/12 1:58,Unarmed,No,No,Last,2012,7,Monday,Part One,775790.2538,2956081.239,STATE ST,,"(42.35878634, -71.05740456)"
120453447,ROBIP ,ROBBERY,03xx,C11,399,7/23/12 5:40,Firearm,No,No,Last,2012,7,Monday,Part One,772196.305,2929308.541,ASHMONT ST,WASHINGTON ST,"(42.28537136, -71.07119956)"
120453884,LARCIP,ROBBERY,03xx,C11,356,7/23/12 11:13,Unarmed,No,No,Day,2012,7,Monday,Part One,774348.7245,2934097.058,GENEVA AV,,"(42.29848136, -71.06315456)"
120454766,ABRPT ,ROBBERY,03xx,E13,572,7/23/12 13:30,Unarmed,No,No,Day,2012,7,Monday,Part One,765493.5024,2939619.984,COLUMBUS AV,,"(42.31375635, -71.09578955)"
120454685,ARMROB,ROBBERY,03xx,C6,193,7/23/12 17:20,Firearm,No,No,First,2012,7,Monday,Part One,776701.4554,2945929.374,DORCHESTER ST,,"(42.33091635, -71.05422956)"
120454896,ROBRPT,ROBBERY,03xx,B3,469,7/23/12 19:15,Firearm,No,No,First,2012,7,Monday,Part One,770693.3014,2928459.217,EVANS ST,,"(42.28306136, -71.07676956)"
120455177,ARMROB,ROBBERY,03xx,C11,348,7/23/12 21:30,Knife,No,No,First,2012,7,Monday,Part One,771760.7317,2936634.146,OLNEY ST,,"(42.30547923, -71.07267361)"
120456528,ROBRPT,ROBBERY,03xx,C11,402,7/23/12 22:00,Knife,No,No,First,2012,7,Monday,Part One,773127.5186,2929236.714,ASHMONT ST,,"(42.28516136, -71.06775956)"
120455327,ARMROB,ROBBERY,03xx,B2,602,7/23/12 23:17,Knife,No,No,First,2012,7,Monday,Part One,763925.8979,2947478.731,HUNTINGTON AV,WORTHINGTON ST,"(42.33534135, -71.10144955)"
120455364,ABRPT ,ROBBERY,03xx,A1,115,7/23/12 23:50,Unarmed,No,No,Last,2012,7,Monday,Part One,776335.7564,2953837.371,ATLANTIC AV,SUMMER ST,"(42.35262135, -71.05542957)"
120456238,PKNIFE,ROBBERY,03xx,C11,451,7/24/12 11:24,Knife,No,No,Day,2012,7,Tuesday,Part One,771938.8074,2932900.463,WASHINGTON ST,,"(42.29523136, -71.07208456)"
120456998,FIGHT ,ROBBERY,03xx,A7,27,7/24/12 16:45,Unarmed,No,No,First,2012,7,Tuesday,Part One,780632.4456,2959820.414,MAVERICK SQ,,"(42.36897634, -71.03941457)"
120457388,ROBRPT,ROBBERY,03xx,B2,318,7/24/12 18:22,Unarmed,No,No,First,2012,7,Tuesday,Part One,766946.5418,2937782.313,SEAVER ST,,"(42.30869467, -71.09044998)"
120457793,ARMROB,ROBBERY,03xx,A7,26,7/25/12 0:04,Knife,No,No,Last,2012,7,Wednesday,Part One,780756.9565,2961902.499,CENTRAL SQ,,"(42.37468775, -71.03891217)"
120459896,ROBRPT,ROBBERY,03xx,B3,478,7/25/12 19:23,Firearm,No,No,First,2012,7,Wednesday,Part One,765860.1933,2922932.318,CUMMINS HY,,"(42.26795957, -71.09472696)"
120459817,FIGHT ,ROBBERY,03xx,C11,235,7/25/12 19:35,Unarmed,No,No,First,2012,7,Wednesday,Part One,776683.0863,2942199.373,MOSELEY ST,,"(42.32068135, -71.05436956)"
120460141,PKNIFE,ROBBERY,03xx,D4,285,7/25/12 22:06,Knife,No,No,First,2012,7,Wednesday,Part One,768142.1844,2947823.157,TREMONT ST,CUNARD ST,"(42.33623135, -71.08584956)"
120460165,ARMROB,ROBBERY,03xx,C6,0,7/25/12 22:16,Firearm,No,No,First,2012,7,Wednesday,Part One,773596.582,2943936.344,MASSACHUSETTS AV,,"(42.32549135, -71.06574955)"
120460191,LARCIP,ROBBERY,03xx,A15,900,7/25/12 22:40,Unarmed,No,No,First,2012,7,Wednesday,Part One,775815.2571,2963499.34,MEDFORD ST,OLD LANDING WY,"(42.37914134, -71.05716957)"
120460375,ARMROB,ROBBERY,03xx,C11,414,7/26/12 0:52,Firearm,No,No,Last,2012,7,Thursday,Part One,772533.7455,2924997.126,WASHINGTON ST,MORTON ST,"(42.27353589, -71.07003285)"
120473476,LARCRT,ROBBERY,03xx,A1,97,7/26/12 2:00,Unarmed,No,No,Last,2012,7,Thursday,Part One,775418.4711,2955847.9,PIE AL,,"(42.35815134, -71.05878456)"
120460701,ROBIP ,ROBBERY,03xx,C6,192,7/26/12 7:53,Unarmed,No,No,Day,2012,7,Thursday,Part One,776504.4512,2945077.409,DEVINE WY,,"(42.32858135, -71.05497456)"
120460941,ROBIP ,ROBBERY,03xx,B2,603,7/26/12 9:50,Firearm,No,No,Day,2012,7,Thursday,Part One,763240.2622,2946943.477,TREMONT ST,,"(42.33388135, -71.10399454)"
120460369,ABIP  ,ROBBERY,03xx,D14,799,7/26/12 12:40,Other,No,No,Day,2012,7,Thursday,Part One,756633.1225,2954129.391,GARNER RD,CHESTER ST,"(42.35368135, -71.12831454)"
120461299,LARCRT,ROBBERY,03xx,B3,427,7/26/12 12:50,Unarmed,No,No,Day,2012,7,Thursday,Part One,767313.4676,2927048.778,NORFOLK ST,,"(42.27923636, -71.08928456)"
120462429,ROBIP ,ROBBERY,03xx,A1,100,7/26/12 21:53,Unarmed,No,No,First,2012,7,Thursday,Part One,776527.9154,2955842.918,WATER ST,,"(42.35812185, -71.05467994)"
120462585,ARMROB,ROBBERY,03xx,A7,21,7/26/12 23:55,Firearm,No,No,Last,2012,7,Thursday,Part One,782452.2703,2962082.495,CHELSEA ST,MARION ST,"(42.37515634, -71.03263458)"
120462700,ROBIP ,ROBBERY,03xx,A1,0,7/27/12 0:30,Firearm,No,No,Last,2012,7,Friday,Part One,775782.2443,2952936.177,SOUTH ST,,"(42.35015634, -71.05749456)"
120462781,ARREST,ROBBERY,03xx,B2,258,7/27/12 1:59,Unarmed,No,No,Last,2012,7,Friday,Part One,773194.0017,2941201.102,MONADNOCK ST,DUDLEY ST,"(42.31799135, -71.06728957)"
120464497,LARCRT,ROBBERY,03xx,D14,782,7/27/12 2:30,Unarmed,No,No,Last,2012,7,Friday,Part One,752910.7031,2954014.147,SAUNDERS ST,,"(42.3534088, -71.14208761)"
120462828,ROBRPT,ROBBERY,03xx,E18,494,7/27/12 2:38,Firearm,No,No,Last,2012,7,Friday,Part One,759766.2593,2919778.597,RIVER ST,,"(42.25938275, -71.11729354)"
120482812,ABRPT ,ROBBERY,03xx,C11,363,7/27/12 8:00,Unarmed,No,No,Day,2012,7,Friday,Part One,774872.7953,2932406.997,CENTRE ST,,"(42.29383635, -71.06124956)"
120464595,ARMROB,ROBBERY,03xx,B3,450,7/27/12 20:25,Firearm,No,No,First,2012,7,Friday,Part One,771613.2261,2932007.611,DUNLAP ST,,"(42.29278579, -71.07330446)"
120464746,ROBIP ,ROBBERY,03xx,E13,651,7/27/12 21:23,Unarmed,No,No,First,2012,7,Friday,Part One,,,HALL ST,NEW WASHINGTON ST,"(0.0, 0.0)"
120465010,PERGUN,ROBBERY,03xx,E18,512,7/27/12 23:45,Firearm,No,No,First,2012,7,Friday,Part One,759270.3839,2917072.456,TRUMAN PY,,"(42.25196296, -71.11916996)"
120465243,ROBIP ,ROBBERY,03xx,C11,341,7/28/12 0:30,Unarmed,No,No,Last,2012,7,Saturday,Part One,773517.2475,2937203.177,BOWDOIN ST,,"(42.30701635, -71.06616956)"
120465445,ABIP  ,ROBBERY,03xx,A7,17,7/28/12 2:39,Unarmed,No,No,Last,2012,7,Saturday,Part One,788836.8524,2968307.764,FAYWOOD AV,,"(42.39214002, -71.00887398)"
120466013,SHOTS ,ROBBERY,03xx,C11,362,7/28/12 11:15,Firearm,Yes,No,Day,2012,7,Saturday,Part One,773316.7156,2931945.339,SHARP ST,ALLSTON ST,"(42.29259136, -71.06700957)"
120467952,LARCRT,ROBBERY,03xx,B3,470,7/28/12 11:15,Unarmed,No,No,Day,2012,7,Saturday,Part One,764735.3419,2925418.476,ORLANDO ST,,"(42.27479636, -71.09883957)"
120487200,ROBRPT,ROBBERY,03xx,B2,319,7/28/12 14:18,Firearm,No,No,Day,2012,7,Saturday,Part One,768464.3646,2936068.359,BLUE HILL AV,,"(42.30397135, -71.08486956)"
120466340,ARMROB,ROBBERY,03xx,D4,156,7/28/12 14:20,Firearm,No,No,Day,2012,7,Saturday,Part One,769685.7276,2948985.937,TREMONT ST,,"(42.33940135, -71.08011956)"
120466822,ROBIP ,ROBBERY,03xx,D4,134,7/28/12 19:04,Other,No,No,First,2012,7,Saturday,Part One,771719.655,2953684.403,NEWBURY ST,,"(42.35226635, -71.07250956)"
120466840,ROBIP ,ROBBERY,03xx,A1,98,7/28/12 19:15,Unarmed,No,No,First,2012,7,Saturday,Part One,775649.3502,2955878.259,WASHINGTON ST,,"(42.35823137, -71.05792977)"
120467044,FIGHT ,ROBBERY,03xx,A1,102,7/28/12 21:05,Unarmed,No,No,First,2012,7,Saturday,Part One,774529.9407,2955183.704,TREMONT ST,,"(42.35634134, -71.06208456)"
120467138,HOMINV,ROBBERY,03xx,C11,244,7/28/12 21:54,Unarmed,No,No,First,2012,7,Saturday,Part One,776064.0698,2940705.656,DORCHESTER AV,,"(42.31659138, -71.05668715)"
120468495,ROBRPT,ROBBERY,03xx,D14,777,7/28/12 22:00,Unarmed,No,No,First,2012,7,Saturday,Part One,755896.1988,2952960.025,COMMONWEALTH AV,HARVARD AV,"(42.35048135, -71.13105954)"
120467359,LARCIP,ROBBERY,03xx,B3,446,7/29/12 12:22,Unarmed,No,No,Day,2012,7,Sunday,Part One,770692.1813,2933592.114,HARVARD ST,,"(42.29714635, -71.07667956)"
120468324,ARREST,ROBBERY,03xx,A1,119,7/29/12 14:00,Firearm,No,No,Day,2012,7,Sunday,Part One,773775.1158,2953733.06,BOYLSTON ST,,"(42.35237134, -71.06490456)"
120468704,ROBIP ,ROBBERY,03xx,B2,328,7/29/12 17:54,Unarmed,No,No,First,2012,7,Sunday,Part One,771705.1767,2938223.532,COLUMBIA RD,,"(42.30984135, -71.07284956)"
120469301,ARMROB,ROBBERY,03xx,C11,254,7/29/12 23:10,Firearm,No,No,First,2012,7,Sunday,Part One,776054.7316,2938473.49,AUCKLAND ST,,"(42.31046635, -71.05676457)"
120469382,ARMROB,ROBBERY,03xx,D4,150,7/30/12 0:22,Knife,No,No,Last,2012,7,Monday,Part One,770988.0004,2951335.652,DARTMOUTH ST,COLUMBUS AV,"(42.34583135, -71.07525956)"
120470555,ROBRPT,ROBBERY,03xx,C11,330,7/30/12 13:00,Firearm,No,No,Day,2012,7,Monday,Part One,770319.0636,2936863.43,COLUMBIA RD,,"(42.3061281, -71.07799887)"
120471332,ROBIP ,ROBBERY,03xx,C11,356,7/30/12 20:10,Unarmed,No,No,First,2012,7,Monday,Part One,774065.7953,2935197.994,DITSON ST,,"(42.30150635, -71.06417956)"
120471657,ARMROB,ROBBERY,03xx,D14,796,7/30/12 23:34,Knife,No,No,First,2012,7,Monday,Part One,755645.507,2953110.18,GLENVILLE AV,HARVARD AV,"(42.35089635, -71.13198454)"
