OFFENSE,YEAR,STREET,LAT,LON
ROBBERY,2018,CAUSEWAY ST,42.3649755,-71.062044
ROBBERY,2018,AVENUE DE LAFAYETTE,42.35389258,-71.06214998
ROBBERY,2018,ALPHA RD,42.29624549,-71.0671598
ROBBERY,2018,HEATH ST,42.32624204,-71.10317575
ROBBERY,2018,ALBANY ST,42.33428841,-71.07239518
ROBBERY,2018,HUNTINGTON AVE,42.34341962,-71.083956
ROBBERY,2018,FREMONT ST,42.27152449,-71.09295148
ROBBERY,2018,EVERETT ST,42.36573225,-71.03064135
ROBBERY,2018,DANA AVE,42.24894017,-71.12130622
ROBBERY,2018,BRADSTON ST,42.332354,-71.07138696
ROBBERY,2018,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645
ROBBERY,2018,BUSHNELL ST,42.28557915,-71.06358649
ROBBERY,2018,EXETER ST,42.35030915,-71.07988963
ROBBERY,2018,CUMMINS HWY,42.267517,-71.094124
ROBBERY,2018,CRAWFORD ST,42.31167532,-71.08586299
ROBBERY,2018,SUMMER ST,42.35521625,-71.06012863
ROBBERY,2018,CENTRE ST,42.32270922,-71.09932317
ROBBERY,2018,HARVARD AVE,42.3001358,-71.07563344
ROBBERY,2018,TALBOT AVE,42.28863812,-71.06631579
ROBBERY,2018,SPRING ST,42.27757964,-71.16274799
ROBBERY,2018,DIXWELL ST,42.31433402,-71.09791405
ROBBERY,2018,FENWAY,42.33932485,-71.09937561
ROBBERY,2018,FOTTLER RD,42.27863649,-71.09541135
ROBBERY,2018,FAWNDALE RD,42.29011783,-71.12187904
ROBBERY,2018,ARMINGTON ST,42.3524587,-71.13762608
ROBBERY,2018,EXETER ST,42.34909822,-71.07929618
ROBBERY,2018,WATER ST,42.35759166,-71.05772502
ROBBERY,2018,CENTRE ST,42.32277007,-71.10445458
ROBBERY,2018,BABSON ST,42.27543421,-71.09234389
ROBBERY,2018,NEWBURY ST,42.34999733,-71.0810344
ROBBERY,2018,AVERY ST,42.35327561,-71.06345772
ROBBERY,2018,MESSINGER ST,42.27185661,-71.09679025
ROBBERY,2018,LAGRANGE,-1,-1
ROBBERY,2018,WINTER ST,42.35602373,-71.06177615
ROBBERY,2018,BOWDOIN ST,42.30536545,-71.06812632
ROBBERY,2018,TREMONT ST,42.34010961,-71.0788244
ROBBERY,2018,WILLIAM T MORRISSEY BLVD,42.30027016,-71.04967147
ROBBERY,2018,DORCHESTER AVE,42.30114533,-71.05991447
ROBBERY,2018,CHARLES ST S,42.35094628,-71.06685604
ROBBERY,2018,AVERY ST,42.3532601,-71.06283216
ROBBERY,2018,DITSON ST,42.30177509,-71.06430565
ROBBERY,2018,PEACEVALE RD,42.28716674,-71.07633479
ROBBERY,2018,METCALF CT,42.30536762,-71.115715
ROBBERY,2018,DORCHESTER AVE,42.30254239,-71.0595669
ROBBERY,2018,COLUMBUS AVE,42.3483427,-71.0722253
ROBBERY,2018,TENNIS RD,42.27615691,-71.09550303
ROBBERY,2018,AVENUE DE LAFAYETTE,42.35331987,-71.06102314
ROBBERY,2018,BENNINGTON ST,42.37684713,-71.03367179
ROBBERY,2018,MARION ST,42.37817244,-71.03729943
ROBBERY,2018,HUNTINGTON AVE,42.34091586,-71.08771531
ROBBERY,2018,WINTER ST,42.35554806,-71.0607314
ROBBERY,2018,BEACH ST,42.35131095,-71.06030942
ROBBERY,2018,BEACH ST,42.35125902,-71.06009371
ROBBERY,2018,SAINT GREGORY ST,42.27573089,-71.06909114
ROBBERY,2018,WARREN ST,42.32978737,-71.08324801
ROBBERY,2018,FRANKLIN ST,42.35572908,-71.05891235
ROBBERY,2018,ALMONT ST,42.2752767,-71.09554245
