INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192065853,00301,Robbery,ROBBERY - STREET,D4,270,,2019-08-21 02:24:00,2019,8,Wednesday,2,Part One,HARRISON AVE,42.33455374,-71.07560801,"(42.33455374, -71.07560801)"
I192065801,00361,Robbery,ROBBERY - OTHER,E5,550,,2019-08-20 21:32:00,2019,8,Tuesday,21,Part One,BLUE LEDGE DR,42.27253606,-71.13622919,"(42.27253606, -71.13622919)"
I192065779,00361,Robbery,ROBBERY - OTHER,C11,246,,2019-08-20 17:39:00,2019,8,Tuesday,17,Part One,DORCHESTER AVE,42.31661027,-71.05669382,"(42.31661027, -71.05669382)"
I192065389,00301,Robbery,ROBBERY - STREET,C6, ,,2019-08-19 18:44:00,2019,8,Monday,18,Part One,DORCHESTER ST,,,"(0.00000000, 0.00000000)"
I192065530,00361,Robbery,ROBBERY - OTHER,A1,116,,2019-08-20 09:49:00,2019,8,Tuesday,9,Part One,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)"
I192065484,00301,Robbery,ROBBERY - STREET,C11, ,,2019-08-20 05:46:00,2019,8,Tuesday,5,Part One,CHARLES ST,,,"(0.00000000, 0.00000000)"
I192065457,00301,Robbery,ROBBERY - STREET,B2,324,,2019-08-19 22:58:00,2019,8,Monday,22,Part One,,,,"(0.00000000, 0.00000000)"
I192065429,00301,Robbery,ROBBERY - STREET,B2,279,,2019-08-19 21:43:00,2019,8,Monday,21,Part One,DUDLEY ST,42.3285094,-71.08043739,"(42.32850940, -71.08043739)"
I192065418,00311,Robbery,ROBBERY - COMMERCIAL,E5,680,,2019-08-19 20:50:00,2019,8,Monday,20,Part One,WASHINGTON ST,42.28309189,-71.131732,"(42.28309189, -71.13173200)"
I192065231,00301,Robbery,ROBBERY - STREET,D4,134,,2019-08-19 12:06:00,2019,8,Monday,12,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I192065113,00301,Robbery,ROBBERY - STREET,D4,627,,2019-08-19 01:16:00,2019,8,Monday,1,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I192065081,00301,Robbery,ROBBERY - STREET,B2,324,,2019-08-18 22:10:00,2019,8,Sunday,22,Part One,BROOKFORD ST,42.31835468,-71.07743356,"(42.31835468, -71.07743356)"
I192065048,00361,Robbery,ROBBERY - OTHER,D14,803,,2019-08-16 23:00:00,2019,8,Friday,23,Part One,HANO ST,42.35548407,-71.13741814,"(42.35548407, -71.13741814)"
I192065048,00301,Robbery,ROBBERY - STREET,D14,803,,2019-08-16 23:00:00,2019,8,Friday,23,Part One,HANO ST,42.35548407,-71.13741814,"(42.35548407, -71.13741814)"
I192064960,00301,Robbery,ROBBERY - STREET,D4,143,,2019-08-17 14:30:00,2019,8,Saturday,14,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I192064939,00351,Robbery,ROBBERY - BANK,D4,134,,2019-08-18 12:49:00,2019,8,Sunday,12,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I192064869,00301,Robbery,ROBBERY - STREET,A1, ,,2019-08-18 03:22:00,2019,8,Sunday,3,Part One,BEACON ST,,,"(0.00000000, 0.00000000)"
I192064777,00301,Robbery,ROBBERY - STREET,B2,276,,2019-08-17 18:50:00,2019,8,Saturday,18,Part One,WILLIAMS ST,42.33237733,-71.08237779,"(42.33237733, -71.08237779)"
I192064706,00361,Robbery,ROBBERY - OTHER,B2,326,,2019-08-17 15:28:00,2019,8,Saturday,15,Part One,,,,"(0.00000000, 0.00000000)"
I192064469,00301,Robbery,ROBBERY - STREET,C11, ,,2019-08-16 18:44:00,2019,8,Friday,18,Part One,CHARLES ST,,,"(0.00000000, 0.00000000)"
I192064262,00301,Robbery,ROBBERY - STREET,B3,469,,2019-08-16 05:52:00,2019,8,Friday,5,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I192064257,00301,Robbery,ROBBERY - STREET,B3, ,,2019-08-16 02:57:00,2019,8,Friday,2,Part One,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I192064216,00361,Robbery,ROBBERY - OTHER,B2,288,,2019-08-15 22:11:00,2019,8,Thursday,22,Part One,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I192063829,00301,Robbery,ROBBERY - STREET,D4,156,,2019-08-14 18:15:00,2019,8,Wednesday,18,Part One,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192063818,00301,Robbery,ROBBERY - STREET,A1, ,,2019-08-13 23:00:00,2019,8,Tuesday,23,Part One,ATLANTIC AVE,,,"(0.00000000, 0.00000000)"
I192063577,00301,Robbery,ROBBERY - STREET,B3,471,,2019-08-13 21:52:00,2019,8,Tuesday,21,Part One,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
I192063440,00301,Robbery,ROBBERY - STREET,A1,119,,2019-08-13 15:30:00,2019,8,Tuesday,15,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I192062990,00361,Robbery,ROBBERY - OTHER,B2,288,,2019-08-11 18:20:00,2019,8,Sunday,18,Part One,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)"
I192062990,00371,Robbery,ROBBERY - HOME INVASION,B2,288,,2019-08-11 18:20:00,2019,8,Sunday,18,Part One,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)"
I192062990,00301,Robbery,ROBBERY - STREET,B2,288,,2019-08-11 18:20:00,2019,8,Sunday,18,Part One,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)"
I192062892,00301,Robbery,ROBBERY - STREET,D4,172,,2019-08-11 19:26:00,2019,8,Sunday,19,Part One,ALBANY ST,42.33520569,-71.07110315,"(42.33520569, -71.07110315)"
I192062878,00361,Robbery,ROBBERY - OTHER,A7,26,,2019-08-11 18:19:00,2019,8,Sunday,18,Part One,MERIDIAN ST,42.37996489,-71.03923314,"(42.37996489, -71.03923314)"
I192062821,00301,Robbery,ROBBERY - STREET,D4, ,,2019-08-10 23:45:00,2019,8,Saturday,23,Part One,DAVID ORTIZ DR,,,"(0.00000000, 0.00000000)"
I192062716,00301,Robbery,ROBBERY - STREET,D4, ,,2019-08-11 00:25:00,2019,8,Sunday,0,Part One,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I192062596,00301,Robbery,ROBBERY - STREET,E5,941,,2019-08-10 14:45:00,2019,8,Saturday,14,Part One,ARCHDALE RD,42.29239559,-71.12076286,"(42.29239559, -71.12076286)"
I192062485,00301,Robbery,ROBBERY - STREET,E5,910,,2019-08-09 21:30:00,2019,8,Friday,21,Part One,BEECHLAND CIR,42.27685989,-71.13757584,"(42.27685989, -71.13757584)"
I192062356,00361,Robbery,ROBBERY - OTHER,B3,406,,2019-08-09 19:05:00,2019,8,Friday,19,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I192062348,00301,Robbery,ROBBERY - STREET,D4, ,,2019-08-09 19:06:00,2019,8,Friday,19,Part One,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
I192062105,00301,Robbery,ROBBERY - STREET,A1,88,,2019-08-09 02:42:00,2019,8,Friday,2,Part One,HANOVER ST,42.36454404,-71.05369186,"(42.36454404, -71.05369186)"
I192061903,00301,Robbery,ROBBERY - STREET,A7,2,,2019-08-08 13:07:00,2019,8,Thursday,13,Part One,WALDEMAR AVE,42.39146297,-71.00134187,"(42.39146297, -71.00134187)"
I192061865,00351,Robbery,ROBBERY - BANK,A1,92,,2019-08-08 11:48:00,2019,8,Thursday,11,Part One,STATE ST,42.35897759,-71.05702371,"(42.35897759, -71.05702371)"
I192061843,00301,Robbery,ROBBERY - STREET,C11,333,,2019-07-27 20:30:00,2019,7,Saturday,20,Part One,COLUMBIA RD,42.31021101,-71.07233673,"(42.31021101, -71.07233673)"
I192061770,00301,Robbery,ROBBERY - STREET,D4,171,,2019-08-08 04:20:00,2019,8,Thursday,4,Part One,,,,"(0.00000000, 0.00000000)"
I192061752,00301,Robbery,ROBBERY - STREET,B3,469,,2019-08-07 16:00:00,2019,8,Wednesday,16,Part One,ALMONT ST,42.27976918,-71.0982969,"(42.27976918, -71.09829690)"
I192061751,00301,Robbery,ROBBERY - STREET,D4,903,,2019-08-07 23:24:00,2019,8,Wednesday,23,Part One,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
I192061737,00301,Robbery,ROBBERY - STREET,D4,161,,2019-08-07 22:04:00,2019,8,Wednesday,22,Part One,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
I192061731,00311,Robbery,ROBBERY - COMMERCIAL,A7,17,,2019-08-07 21:56:00,2019,8,Wednesday,21,Part One,BENNINGTON ST,42.37900759,-71.02790689,"(42.37900759, -71.02790689)"
I192061703,00371,Robbery,ROBBERY - HOME INVASION,C11,344,,2019-08-07 20:20:00,2019,8,Wednesday,20,Part One,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)"
I192061580,00361,Robbery,ROBBERY - OTHER,B3,406,,2019-08-07 14:37:00,2019,8,Wednesday,14,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I192061457,00301,Robbery,ROBBERY - STREET,D4,270,,2019-08-07 01:30:00,2019,8,Wednesday,1,Part One,HARRISON AVE,42.33444882,-71.0757421,"(42.33444882, -71.07574210)"
I192061381,00301,Robbery,ROBBERY - STREET,B3,459,,2019-08-06 19:46:00,2019,8,Tuesday,19,Part One,GLENARM ST,42.3040173,-71.08050743,"(42.30401730, -71.08050743)"
I192061334,00301,Robbery,ROBBERY - STREET,A1,101,,2019-08-06 17:52:00,2019,8,Tuesday,17,Part One,MILK ST,42.35857047,-71.05271985,"(42.35857047, -71.05271985)"
I192061270,00311,Robbery,ROBBERY - COMMERCIAL,B3,426,,2019-08-06 15:08:00,2019,8,Tuesday,15,Part One,RIVER ST,42.268024,-71.09301057,"(42.26802400, -71.09301057)"
I192061110,00381,Robbery,ROBBERY - CAR JACKING,D4,162,,2019-08-06 00:42:00,2019,8,Tuesday,0,Part One,SHAWMUT AVE,42.34468541,-71.0668795,"(42.34468541, -71.06687950)"
I192061110,00361,Robbery,ROBBERY - OTHER,D4,162,,2019-08-06 00:42:00,2019,8,Tuesday,0,Part One,SHAWMUT AVE,42.34468541,-71.0668795,"(42.34468541, -71.06687950)"
I192060972,00301,Robbery,ROBBERY - STREET,C11,352,,2019-08-04 21:30:00,2019,8,Sunday,21,Part One,CHARLES ST,42.30033703,-71.06267619,"(42.30033703, -71.06267619)"
I192060949,00301,Robbery,ROBBERY - STREET,B2,265,,2019-08-05 15:47:00,2019,8,Monday,15,Part One,PERRIN ST,42.3218854,-71.07906279,"(42.32188540, -71.07906279)"
I192060793,00301,Robbery,ROBBERY - STREET,A1,93,,2019-08-05 04:40:00,2019,8,Monday,4,Part One,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
I192060768,00301,Robbery,ROBBERY - STREET,D4,165,,2019-08-05 00:03:00,2019,8,Monday,0,Part One,E BERKELEY ST,42.34322816,-71.06343087,"(42.34322816, -71.06343087)"
I192060696,00301,Robbery,ROBBERY - STREET,C6,200,,2019-08-04 18:19:00,2019,8,Sunday,18,Part One,W BROADWAY,42.34162923,-71.05520447,"(42.34162923, -71.05520447)"
I192060654,00301,Robbery,ROBBERY - STREET,C6,936,,2019-08-04 15:26:00,2019,8,Sunday,15,Part One,CROWLEY-ROGERS WAY,42.33985505,-71.05439202,"(42.33985505, -71.05439202)"
I192060653,00301,Robbery,ROBBERY - STREET,A1,117,,2019-08-04 15:10:00,2019,8,Sunday,15,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I192060541,00301,Robbery,ROBBERY - STREET,A7,26,,2019-08-04 08:26:00,2019,8,Sunday,8,Part One,BORDER ST,42.37957532,-71.04011349,"(42.37957532, -71.04011349)"
I192060526,00301,Robbery,ROBBERY - STREET,A1,113,,2019-08-04 02:35:00,2019,8,Sunday,2,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I192060483,00301,Robbery,ROBBERY - STREET,C6,186,,2019-08-03 21:45:00,2019,8,Saturday,21,Part One,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I192060479,00301,Robbery,ROBBERY - STREET,A1,104,,2019-08-03 21:14:00,2019,8,Saturday,21,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)"
I192060264,00301,Robbery,ROBBERY - STREET,B3,469,,2019-08-03 06:49:00,2019,8,Saturday,6,Part One,BLUE HILL AVE,42.27685614,-71.09359685,"(42.27685614, -71.09359685)"
I192060256,00381,Robbery,ROBBERY - CAR JACKING,C11,254,,2019-08-03 04:30:00,2019,8,Saturday,4,Part One,DORCHESTER AVE,42.3076593,-71.0584085,"(42.30765930, -71.05840850)"
I192060238,00301,Robbery,ROBBERY - STREET,B3,429,,2019-08-03 02:26:00,2019,8,Saturday,2,Part One,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I192060146,00301,Robbery,ROBBERY - STREET,A1, ,,2019-08-02 19:00:00,2019,8,Friday,19,Part One,BEACON ST,,,"(0.00000000, 0.00000000)"
I192060003,00301,Robbery,ROBBERY - STREET,D4, ,,2019-07-30 21:09:00,2019,7,Tuesday,21,Part One,GAINSBOROUGH ST,,,"(0.00000000, 0.00000000)"
I192059855,00301,Robbery,ROBBERY - STREET,B2,329,,2019-08-01 22:30:00,2019,8,Thursday,22,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)"
I192059585,00361,Robbery,ROBBERY - OTHER,C11,358,,2019-07-26 12:00:00,2019,7,Friday,12,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I192059562,00311,Robbery,ROBBERY - COMMERCIAL,B2,603,,2019-08-01 09:08:00,2019,8,Thursday,9,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I192059548,00301,Robbery,ROBBERY - STREET,D4,168,,2019-08-01 04:00:00,2019,8,Thursday,4,Part One,WASHINGTON ST,42.33926879,-71.07308359,"(42.33926879, -71.07308359)"
I192059547,00301,Robbery,ROBBERY - STREET,C6,175,,2019-07-31 05:00:00,2019,7,Wednesday,5,Part One,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)"
I192059523,00301,Robbery,ROBBERY - STREET,D4,156,,2019-08-01 01:20:00,2019,8,Thursday,1,Part One,MASSACHUSETTS AVE,42.33903373,-71.07997273,"(42.33903373, -71.07997273)"
I192059435,00301,Robbery,ROBBERY - STREET,D4, ,,2019-07-31 19:30:00,2019,7,Wednesday,19,Part One,GAINSBOROUGH ST,,,"(0.00000000, 0.00000000)"
I192059391,00301,Robbery,ROBBERY - STREET,A1,119,,2019-07-27 14:00:00,2019,7,Saturday,14,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I192059355,00311,Robbery,ROBBERY - COMMERCIAL,B2,311,,2019-07-31 15:37:00,2019,7,Wednesday,15,Part One,WARREN ST,42.31776637,-71.08207709,"(42.31776637, -71.08207709)"
I192059338,00301,Robbery,ROBBERY - STREET,D4,270,,2019-07-31 14:40:00,2019,7,Wednesday,14,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I192059196,00301,Robbery,ROBBERY - STREET,E13,508,,2019-07-31 02:27:00,2019,7,Wednesday,2,Part One,,,,"(0.00000000, 0.00000000)"
I192058887,00301,Robbery,ROBBERY - STREET,A1,94,,2019-07-30 00:45:00,2019,7,Tuesday,0,Part One,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)"
I192058842,00301,Robbery,ROBBERY - STREET,E13,579,,2019-07-29 21:41:00,2019,7,Monday,21,Part One,BICKFORD ST,42.32291079,-71.10248934,"(42.32291079, -71.10248934)"
I192058568,00371,Robbery,ROBBERY - HOME INVASION,C6,914,,2019-07-29 02:42:00,2019,7,Monday,2,Part One,OLD COLONY AVE,42.32335251,-71.05241954,"(42.32335251, -71.05241954)"
I192058520,00301,Robbery,ROBBERY - STREET,A15,41,,2019-07-28 22:09:00,2019,7,Sunday,22,Part One,BUNKER HILL ST,42.3761103,-71.05644068,"(42.37611030, -71.05644068)"
I192058514,00371,Robbery,ROBBERY - HOME INVASION,D14,939,,2019-07-28 21:24:00,2019,7,Sunday,21,Part One,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I192058299,00361,Robbery,ROBBERY - OTHER,A1,101,,2019-07-28 02:29:00,2019,7,Sunday,2,Part One,BROAD ST,42.35919555,-71.05463831,"(42.35919555, -71.05463831)"
I192058285,00381,Robbery,ROBBERY - CAR JACKING,D4,181,,2019-07-31 00:00:00,2019,7,Wednesday,0,Part One,,,,"(0.00000000, 0.00000000)"
I192058270,00311,Robbery,ROBBERY - COMMERCIAL,B3,430,,2019-07-28 00:03:00,2019,7,Sunday,0,Part One,BLUE HILL AVE,42.28515394,-71.09102185,"(42.28515394, -71.09102185)"
I192058110,00301,Robbery,ROBBERY - STREET,A1,111,,2019-07-27 02:00:00,2019,7,Saturday,2,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I192058077,00301,Robbery,ROBBERY - STREET,A7,23,,2019-07-27 02:00:00,2019,7,Saturday,2,Part One,BROOKS ST,42.37744473,-71.03410833,"(42.37744473, -71.03410833)"
I192058009,00301,Robbery,ROBBERY - STREET,A1,115,,2019-07-27 02:11:00,2019,7,Saturday,2,Part One,LINCOLN ST,42.35201794,-71.05811581,"(42.35201794, -71.05811581)"
I192057991,00301,Robbery,ROBBERY - STREET,E18,513,,2019-07-27 00:24:00,2019,7,Saturday,0,Part One,WARREN AVE,42.25017239,-71.11443415,"(42.25017239, -71.11443415)"
I192057967,00311,Robbery,ROBBERY - COMMERCIAL,E13,572,,2019-07-26 22:53:00,2019,7,Friday,22,Part One,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I192057677,00301,Robbery,ROBBERY - STREET,B3,428,,2019-07-26 01:10:00,2019,7,Friday,1,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I192057595,00301,Robbery,ROBBERY - STREET,B2,290,,2019-07-25 18:25:00,2019,7,Thursday,18,Part One,MALCOLM X BLVD,42.33130111,-71.09333508,"(42.33130111, -71.09333508)"
I192057547,00301,Robbery,ROBBERY - STREET,A1,111,,2019-07-25 16:38:00,2019,7,Thursday,16,Part One,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I192057480,00301,Robbery,ROBBERY - STREET,B3,423,,2019-07-25 12:37:00,2019,7,Thursday,12,Part One,RIVER ST,42.27061469,-71.08655479,"(42.27061469, -71.08655479)"
I192057378,00301,Robbery,ROBBERY - STREET,C6,175,,2019-07-24 23:47:00,2019,7,Wednesday,23,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I192057118,00301,Robbery,ROBBERY - STREET,B3,439,,2019-07-24 11:15:00,2019,7,Wednesday,11,Part One,BLUE HILL AVE,42.28987906,-71.08948844,"(42.28987906, -71.08948844)"
I192057082,00301,Robbery,ROBBERY - STREET,A1,121,,2019-07-23 22:30:00,2019,7,Tuesday,22,Part One,WARRENTON ST,42.35066174,-71.06602232,"(42.35066174, -71.06602232)"
I192056999,00371,Robbery,ROBBERY - HOME INVASION,E18,493,,2019-07-23 21:43:00,2019,7,Tuesday,21,Part One,HUNTINGTON AVE,42.26169686,-71.11387342,"(42.26169686, -71.11387342)"
I192056926,00361,Robbery,ROBBERY - OTHER,C6,914,,2019-07-23 17:52:00,2019,7,Tuesday,17,Part One,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
I192056888,00301,Robbery,ROBBERY - STREET,A1, ,,2019-07-23 15:40:00,2019,7,Tuesday,15,Part One,TEMPLE PL,,,"(0.00000000, 0.00000000)"
I192056686,00301,Robbery,ROBBERY - STREET,A7,26,,2019-07-22 21:00:00,2019,7,Monday,21,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I192056666,00301,Robbery,ROBBERY - STREET,A1,116,,2019-07-22 20:02:00,2019,7,Monday,20,Part One,TYLER ST,42.3509006,-71.0606869,"(42.35090060, -71.06068690)"
I192056658,00361,Robbery,ROBBERY - OTHER,B3,439,,2019-07-22 18:54:00,2019,7,Monday,18,Part One,BLUE HILL AVE,42.29056142,-71.08926028,"(42.29056142, -71.08926028)"
I192056567,00301,Robbery,ROBBERY - STREET,E18,492,,2019-07-22 14:39:00,2019,7,Monday,14,Part One,DERRY RD,42.26660916,-71.11421209,"(42.26660916, -71.11421209)"
I192056519,00361,Robbery,ROBBERY - OTHER,A1, ,,2019-07-12 17:30:00,2019,7,Friday,17,Part One,OAK ST W,,,"(0.00000000, 0.00000000)"
I192056518,00351,Robbery,ROBBERY - BANK,C11,346,,2019-07-22 13:19:00,2019,7,Monday,13,Part One,ADAMS ST,42.30385443,-71.06087585,"(42.30385443, -71.06087585)"
I192056468,00351,Robbery,ROBBERY - BANK,C11,389,,2019-07-22 09:39:00,2019,7,Monday,9,Part One,GALLIVAN BLVD,42.2825682,-71.05636435,"(42.28256820, -71.05636435)"
I192056449,00351,Robbery,ROBBERY - BANK,B3,437,,2019-07-22 08:58:00,2019,7,Monday,8,Part One,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I192056418,00361,Robbery,ROBBERY - OTHER,D4,626,,2019-07-22 05:40:00,2019,7,Monday,5,Part One,JERSEY ST,42.34241899,-71.09678306,"(42.34241899, -71.09678306)"
I192056410,00301,Robbery,ROBBERY - STREET,D4,144,,2019-07-22 02:03:00,2019,7,Monday,2,Part One,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
I192056402,00301,Robbery,ROBBERY - STREET,C11,345,,2019-07-22 01:10:00,2019,7,Monday,1,Part One,ROBINSON ST,42.30277884,-71.06210293,"(42.30277884, -71.06210293)"
I192056278,00311,Robbery,ROBBERY - COMMERCIAL,D4,142,,2019-07-21 15:15:00,2019,7,Sunday,15,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192056214,00361,Robbery,ROBBERY - OTHER,C6,177,,2019-07-21 10:10:00,2019,7,Sunday,10,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I192056210,00361,Robbery,ROBBERY - OTHER,E13,572,,2019-07-21 10:03:00,2019,7,Sunday,10,Part One,WASHINGTON ST,42.31408519,-71.09998685,"(42.31408519, -71.09998685)"
I192056183,00381,Robbery,ROBBERY - CAR JACKING,C11,370,,2019-07-21 03:25:00,2019,7,Sunday,3,Part One,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
I192056094,00301,Robbery,ROBBERY - STREET,C11,257,,2019-07-20 20:09:00,2019,7,Saturday,20,Part One,HANCOCK ST,42.31223006,-71.06391367,"(42.31223006, -71.06391367)"
I192056053,00301,Robbery,ROBBERY - STREET,D4, ,,2019-07-20 18:29:00,2019,7,Saturday,18,Part One,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192056041,00301,Robbery,ROBBERY - STREET,E18,503,,2019-07-20 17:50:00,2019,7,Saturday,17,Part One,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034, -71.10822888)"
I192056030,00301,Robbery,ROBBERY - STREET,C11,240,,2019-07-20 17:28:00,2019,7,Saturday,17,Part One,COLUMBIA RD,42.31959298,-71.062607,"(42.31959298, -71.06260700)"
I192056010,00301,Robbery,ROBBERY - STREET,A1,119,,2019-07-20 02:30:00,2019,7,Saturday,2,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I192055885,00301,Robbery,ROBBERY - STREET,B3,468,,2019-07-19 23:39:00,2019,7,Friday,23,Part One,WALK HILL ST,42.28184113,-71.09871709,"(42.28184113, -71.09871709)"
I192055520,00361,Robbery,ROBBERY - OTHER,E13,579,,2019-07-18 21:20:00,2019,7,Thursday,21,Part One,CHESTNUT AVE,42.32155229,-71.10244044,"(42.32155229, -71.10244044)"
I192055454,00301,Robbery,ROBBERY - STREET,D14,768,,2019-07-18 17:39:00,2019,7,Thursday,17,Part One,MARKET ST,42.35615901,-71.14910236,"(42.35615901, -71.14910236)"
I192055395,00301,Robbery,ROBBERY - STREET,A1,116,,2019-07-18 15:10:00,2019,7,Thursday,15,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)"
I192055372,00351,Robbery,ROBBERY - BANK,E18,519,,2019-07-18 14:25:00,2019,7,Thursday,14,Part One,RIVER ST,42.25609213,-71.12079615,"(42.25609213, -71.12079615)"
I192055261,00301,Robbery,ROBBERY - STREET,C6,178,,2019-07-18 05:26:00,2019,7,Thursday,5,Part One,MASSACHUSETTS AVE,42.32980081,-71.06939695,"(42.32980081, -71.06939695)"
I192055246,00301,Robbery,ROBBERY - STREET,A1,124,,2019-07-18 03:02:00,2019,7,Thursday,3,Part One,HARRISON AVE,42.34799065,-71.062573,"(42.34799065, -71.06257300)"
I192055042,00301,Robbery,ROBBERY - STREET,E18,497,,2019-07-17 13:05:00,2019,7,Wednesday,13,Part One,HUNTINGTON AVE,42.26886966,-71.11802566,"(42.26886966, -71.11802566)"
I192054934,00301,Robbery,ROBBERY - STREET,C11,346,,2019-07-17 00:50:00,2019,7,Wednesday,0,Part One,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
I192054929,00301,Robbery,ROBBERY - STREET,B3,463,,2019-07-16 23:59:00,2019,7,Tuesday,23,Part One,BLUE HILL AVE,42.29330376,-71.0885899,"(42.29330376, -71.08858990)"
I192054908,00301,Robbery,ROBBERY - STREET,A1, ,,2019-07-17 01:14:00,2019,7,Wednesday,1,Part One,OAK ST W,,,"(0.00000000, 0.00000000)"
I192054496,00361,Robbery,ROBBERY - OTHER,B2,587,,2019-07-15 17:35:00,2019,7,Monday,17,Part One,ALLEGHANY ST,42.32985585,-71.09797236,"(42.32985585, -71.09797236)"
I192054422,00301,Robbery,ROBBERY - STREET,B2,280,,2019-07-15 13:36:00,2019,7,Monday,13,Part One,HARRISON AVE,42.33048169,-71.0816673,"(42.33048169, -71.08166730)"
I192054183,00301,Robbery,ROBBERY - STREET,B3,431,,2019-07-14 16:55:00,2019,7,Sunday,16,Part One,ASHTON ST,42.28822834,-71.0889687,"(42.28822834, -71.08896870)"
