OFFENSE,YEAR,STREET,LAT,LON
ROBBERY,2012,TREMONT ST,42.33488135,-71.08876455
ROBBERY,2012,WORCESTER ST,42.34009135,-71.07881956
ROBBERY,2012,MATHER ST,42.29446666,-71.0642023
ROBBERY,2012,BURKE ST,42.33195135,-71.05212956
ROBBERY,2012,WARREN ST,42.30950135,-71.08271455
ROBBERY,2012,DORCHESTER AV,42.33012135,-71.05598957
ROBBERY,2012,BOYLSTON ST,42.34609161,-71.09378346
ROBBERY,2012,WALNUT PARK,42.31564135,-71.09648954
ROBBERY,2012,FIDELIS WY,42.3453122,-71.14293624
ROBBERY,2012,SAWYER AV,42.31287935,-71.05961538
ROBBERY,2012,AUCKLAND ST,42.31115136,-71.05662957
ROBBERY,2012,MASSACHUSETTS AV,42.34283135,-71.08498955
ROBBERY,2012,COLUMBIA RD,42.31508477,-71.06683616
ROBBERY,2012,WASHINGTON ST,42.27877136,-71.06950957
ROBBERY,2012,KNEELAND ST,42.34967135,-71.05759957
ROBBERY,2012,ATLANTIC AV,42.35271634,-71.05532956
ROBBERY,2012,TREMONT ST,42.35435802,-71.0637575
ROBBERY,2012,BLUE HILL AV,42.29843635,-71.08672955
ROBBERY,2012,FOLLEN ST,42.34508135,-71.07985955
ROBBERY,2012,SAVIN HILL AV,42.31285136,-71.05805957
ROBBERY,2012,OLD COLONY AV,42.32923635,-71.05276456
